post_id,source,text,label
1178765633162485760_twitter,twitter,everyone wants nct everyone entirety kpop dont wanna niggers wanna nct,hatespeech
1178746674572877825_twitter,twitter,personal emotion fueled opinion see sexual assault campus knock professionally say make sure make sure make sure creeps identifiable violence begets violence,normal
24795919_gab,gab,theresa may treason no limit appoints sajid javid home sec charge uk security police immigration moslem pakistani origin civil war seems route,normal
11534429_gab,gab,say soley disingenuous kike rat said percent would better without percent plus former percent thanks kikes crankung rhat percent,hatespeech
4480442_gab,gab,u notice people like USER not eager exploring talk abt jewish israeli connections evidence plenty dancing israelis truck bomb jews urban moving systems jews suter wtc lease ring jews gelatine art students etc etc arabs arabs arabs,hatespeech
25772991_gab,gab,anyone stands sand niggers america piece shit,offensive
4508150_gab,gab,USER edmund fitzgerald leaves canada tomorrow morning muzzies welcome free,hatespeech
1217605408329592832_twitter,twitter,long gettin money yo bitch care go,normal
9701730_gab,gab,towel head dude almost sure threw mouth little,hatespeech
17382306_gab,gab,imagine oil middle east would no dubais would no wealthy towel headed sand nigger ruling class oil muslim goat fckrs oops meant herders get hide plain sight intend take u,hatespeech
9116132_gab,gab,fakenews following hillary example blame everyone else causing violence even though say kill fight articles bye bye fake guys,normal
16822676_gab,gab,nazi wack mole lmfao funny gay nazis face_with_tears_of_joy grinning_face_with_big_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_sweat,offensive
1179086075366526976_twitter,twitter,fucking wild night hate adrenaline rushes haldhladslas,normal
1231241038813126657_twitter,twitter,post exactly talk real life rolling_on_the_floor_laughing country ghetto,offensive
27792370_gab,gab,bet overtly invented jews middle_finger enraged_face middle_finger,normal
25902415_gab,gab,asswipe always violence happens must ringleader nonsense,offensive
14685837_gab,gab,interesting stuff not lie current talk blacks wanting segregate hard argue people think militia enforced instant segregation hear term white nationalism enforcement violence scares,normal
1238972592721219585_twitter,twitter,wonho like want smiling_face_with_heart eyes bitch monsta x,offensive
20447446_gab,gab,no mestizo spic sure,hatespeech
18360243_gab,gab,white nations invaded buy non white immigrants,normal
27513034_gab,gab,sister sheboon friend melissa apparently dating blonde dude,hatespeech
11574607_gab,gab,zipper head slope pretty fashionable believe covered gambit asians,normal
16299654_gab,gab,suspended four times twitter always content said something moslems truth also seeing second largest shareholder moslem prince alwaleed bin talal bin abdulaziz alsaud not surprising drifted gab ai better time no moslem appeasement hope,normal
1257145287170306051_twitter,twitter,bitches african niggas talkin papi smiling_face_with_hearts nah bitch baba tired_face loudly_crying_face,offensive
15646177_gab,gab,incredible asians turning shitlib ideologies traditionally bulwarks confucian law order disgusting executed,hatespeech
10016590_gab,gab,remember correctly concern find naked pictures women picture sure comment real genius,normal
10618535_gab,gab,guys germany us men america gonna man crusaders musloid bullshit totally unacceptable,hatespeech
20318172_gab,gab,poor guy fucking mixer nigger grand kids bad fucking moron trump mixer jew grand kids,hatespeech
20130934_gab,gab,family owned also fought union really wish would make real proposal reparations point would not able contain everything calculated every nigger got like money face_with_tears_of_joy,hatespeech
7344450_gab,gab,despite living american neighborhood decades somehow managed move muslim country base gone food shopping today store run hijab clad terrorists,hatespeech
21593945_gab,gab,four moslem mp sent suspicious packages acting like something worry need chill parcel parcel life multicultural shit hole sure mayor khan would agree inshallah,normal
20994284_gab,gab,ass air lodi take every inch depravity masters want give take ya lil faggot btw st amendment applies everyone not thin skinned boomer queers leftists not like gab frog gtfo,hatespeech
1109531920722022400_twitter,twitter,USER nigger nigger nigger,hatespeech
1181559612773781504_twitter,twitter,USER welcome femi nazi like yes equal right no equal responsibility irony,offensive
1178672624186138624_twitter,twitter,USER removed last time threatened making laws people brown people black people gay people female people sick people poor people homeless people refugee people important protecting democracy people USER,normal
21606378_gab,gab,zman take ghetto tour place like baltimore see world never exist western country less long lifetime ago not exist not allowed exist people charge,hatespeech
1179071305322287105_twitter,twitter,USER USER USER no illegal aliens increase population not lower work low pay,normal
1179041105192669184_twitter,twitter,USER excuse man not man propangadizing great people color violence white including females embarrassment,normal
10620287_gab,gab,turns nationalism supreme withcraft jews freemasonry time rothchilds give next step creating new world order also known jew world order,hatespeech
1178733769806798848_twitter,twitter,still tryna see hood nigga false claim,normal
12442537_gab,gab,got twitter account suspend nigger nigger nigger jews duplicitous not cuck,hatespeech
1178666920658247681_twitter,twitter,important tell love good queer story happy ending also love realistic story portraying childhood trauma internal homophobia god,normal
9025380_gab,gab,black violence wildly proportion,normal
27357442_gab,gab,iphone still thinks fuck duck auto corrects hufflepuff no issue gay af,normal
16335007_gab,gab,white nationalist else white nationalist,normal
17913782_gab,gab,hes mohammaden every muslim world obeying qur,normal
1113640929330585600_twitter,twitter,maybe ban nazis u wanna worry tweeting something thousandth time,normal
1175979330373128192_twitter,twitter,USER USER israeli jews unilaterally withdraw uae witout citizenship arabs woulf free,offensive
4617530_gab,gab,muslim countries refusing take help muslim refugees raises no outcry alt left liberal socialists temporary ban travelling known terror hotspot inhumane fucktards,hatespeech
25333827_gab,gab,nazis post gab seem bit delusional mostly retarded say least lol trump gabfam speakfreely,offensive
10933352_gab,gab,condemnations violence kissimmee fl cops last night left dead hello media rinos democrats bluelivesmatter,normal
11832708_gab,gab,iq confirmed points checkmate ignorant faggots USER,hatespeech
1178287461560127489_twitter,twitter,u niggers r coonin kanye shit,hatespeech
15648625_gab,gab,not watch far saw men skirts got pissed shut know muzzies standing around laughing asses dumb fucking cucktard faggots know wear skirts,hatespeech
12720505_gab,gab,clint eastwood conservative director think used fuck nigger though used fuck nigger proper grammar appalachian moment,hatespeech
1179087798931877888_twitter,twitter,wishing happiest birthday favorite crackhead USER love u bitch,normal
10122399_gab,gab,wapo spelled illegal wrong one undocumented immigrants died stifling tractor trailer saturday year old grew northern virginia graduated fairfax county hs getting trouble law deported native guatemala lifelong criminal,offensive
13532780_gab,gab,call women love not know time may noted nothing sexual demeaning meant friendly not chat line,normal
1178154068545593345_twitter,twitter,USER idubbz says nigger faggot time no one actually gives shit lol people stupid fuck,normal
19138070_gab,gab,first lady ghetto shows us exactly ungrateful ghetto trash looks like,offensive
20087644_gab,gab,soldiers police europe betraying countries helping jews impose communist nwo exchange paycheks lots reality bolsheviks not real soldiers police men,offensive
2008149_gab,gab,anyone thinks gay worth celebrating borderline insane speakfreely,offensive
1178874018016956418_twitter,twitter,fuck dykes,hatespeech
1079178984200564736_twitter,twitter,USER hear police officer getting killed california illegal immigrant need build wall,offensive
1178822496205889538_twitter,twitter,u rent hoe u not buy bitch,offensive
1179104812157276162_twitter,twitter,not blow horn cuz not drive bitch,normal
1146263848380489729_twitter,twitter,USER omg gay,normal
